,coef,imp
ag:63hydrophobicity,-0.0008607246054288406,1.3881518433778608e-05
ag:65hydrophobicity,-0.0008607246054288406,2.3124496559031636e-06
ag:64hydrophobicity,-0.0008607246054288406,8.571596149825668e-06
ag:64charge,-0.0007003990465072285,0.0
ag:66charge,-0.0007003990465072285,0.0
ag:61charge,-0.0007003990465072285,0.0
ag:63charge,-0.0007003990465072285,0.0
ag:62charge,-0.0007003990465072285,0.0
ag:65charge,-0.0007003990465072285,0.0
ag:60charge,-0.0007003990465072285,0.0
ag:21charge,-0.0004239321171026877,0.0
ag:20charge,-0.00042393211710266916,0.0
cdr3:94F,-0.0002731685944661666,0.0
cdr3:94hydrophobicity,-0.00024405682355889248,0.0
ag:89charge,-0.0002404850287760906,0.0
ag:69charge,-0.00020041943879610895,0.0
ag:68charge,-0.00020041943879606843,0.0
ag:67charge,-0.00020041943879606843,0.0
cdr3:51hydrophobicity,-0.0001902592943176542,2.029485551879033e-05
cdr3:50hydrophobicity,-0.0001902592943176542,2.3352400138121734e-07
cdr3:52hydrophobicity,-0.0001902592943176542,6.867097234869049e-06
cdr3:94aromatic,-0.0001832011687953843,0.0
ag:56charge,-0.00017853903153558972,0.0
ag:58charge,-0.00017853903153558972,0.0
ag:57charge,-0.00017853903153558972,0.0
ag:59charge,-0.00017853903153558972,0.0
cdr3:94weight,-9.548497452079854e-05,0.0
cdr3:24K,1.8913264984376316e-05,0.0
cdr3:23K,1.8913264984376316e-05,0.0
cdr3:21K,1.8913264984376316e-05,0.0
cdr3:20K,1.8913264984376316e-05,0.0
cdr3:22K,1.8913264984376316e-05,0.0
ag:11S,2.001524041355508e-05,0.0
ag:11charge,2.1040263916881613e-05,0.0
ag:11K,2.1040263916881613e-05,0.0
ag:89Q,2.188291626517851e-05,0.0
cdr3:13V,2.6665526211222338e-05,0.0
cdr3:12V,2.6665526211222338e-05,0.0
cdr3:67F,2.6982254069235275e-05,0.0
cdr3:68F,2.6982254069235275e-05,0.0
ag:11F,2.7192884179051108e-05,0.0
cdr3:20E,2.8351944988725858e-05,0.0
cdr3:19E,2.8351944988725858e-05,0.0
cdr3:84P,3.0246293929715966e-05,0.0
cdr3:15N,3.0246293929715966e-05,0.0
cdr3:16N,3.0246293929715966e-05,0.0
cdr3:17N,3.0246293929715966e-05,0.0
cdr3:83P,3.0246293929715966e-05,0.0
cdr3:18N,3.0246293929715966e-05,0.0
cdr3:63C,3.0246293929715966e-05,0.0
cdr3:60C,3.0246293929715966e-05,0.0
cdr3:64C,3.0246293929715966e-05,0.0
cdr3:62C,3.0246293929715966e-05,0.0
cdr3:94H,3.0246293929715966e-05,0.0
cdr3:19N,3.0246293929715966e-05,0.0
cdr3:61C,3.0246293929715966e-05,0.0
cdr3:88I,3.681374454415259e-05,0.0
cdr3:27W,3.914205226713259e-05,0.0
cdr3:82G,4.1794461766833165e-05,0.0
ag:11Y,4.497397855588523e-05,0.0
cdr3:22H,4.764035261105367e-05,0.0
cdr3:20H,4.764035261105367e-05,0.0
cdr3:21H,4.764035261105367e-05,0.0
cdr3:23H,4.764035261105367e-05,0.0
ag:11aromatic,5.243586164135338e-05,0.0
ag:77charge,5.2591500498928074e-05,0.0
ag:75charge,5.2591500498928074e-05,0.0
ag:76charge,5.2591500498928074e-05,0.0
cdr3:25Y,5.5915174750256396e-05,0.0
cdr3:24Y,5.5915174750256396e-05,0.0
cdr3:26Y,5.5915174750256396e-05,0.0
cdr3:22hydrophobicity,5.610473251723601e-05,0.0
ag:10E,5.6525092125330935e-05,0.0
cdr3:84V,5.814184907374263e-05,0.0
ag:63Y,5.901117727091896e-05,0.0
ag:39V,5.901117727091896e-05,0.0
ag:66Y,5.901117727091896e-05,0.0
ag:65Y,5.901117727091896e-05,0.0
ag:62Y,5.901117727091896e-05,0.0
ag:38V,5.901117727091896e-05,0.0
ag:64Y,5.901117727091896e-05,0.0
cdr3:77F,6.407774666906187e-05,0.0
cdr3:75F,6.407774666906187e-05,0.0
cdr3:76F,6.407774666906187e-05,0.0
cdr3:78F,6.407774666906187e-05,0.0
cdr3:79F,6.407774666906187e-05,0.0
cdr3:76S,6.737255741967606e-05,0.0
cdr3:77S,6.737255741967606e-05,0.0
cdr3:82P,6.904208759077169e-05,0.0
cdr3:69sulfur,6.9125308324161e-05,0.0
cdr3:69C,6.912530832416924e-05,0.0
cdr3:30C,6.912530832416924e-05,0.0
cdr3:71sulfur,6.912530832416924e-05,0.0
cdr3:72C,6.912530832416924e-05,0.0
cdr3:32C,6.912530832416924e-05,0.0
cdr3:71C,6.912530832416924e-05,0.0
cdr3:29C,6.912530832416924e-05,0.0
cdr3:68sulfur,6.912530832416924e-05,0.0
cdr3:70sulfur,6.912530832416924e-05,0.0
cdr3:28C,6.912530832416924e-05,0.0
cdr3:67C,6.912530832416924e-05,0.0
cdr3:72sulfur,6.912530832416924e-05,0.0
cdr3:31C,6.912530832416924e-05,0.0
cdr3:27C,6.912530832416924e-05,0.0
cdr3:68C,6.912530832416924e-05,0.0
cdr3:70C,6.912530832416924e-05,0.0
cdr3:28W,7.088099102305858e-05,0.0
ag:89P,7.907784544302311e-05,0.0
cdr3:84W,8.082365460372627e-05,0.0
cdr3:81W,8.082365460372627e-05,0.0
cdr3:85W,8.082365460372627e-05,0.0
cdr3:79W,8.082365460372627e-05,0.0
cdr3:82W,8.082365460372627e-05,0.0
cdr3:83W,8.082365460372627e-05,0.0
cdr3:80W,8.082365460372627e-05,0.0
cdr3:22aromatic,8.459298839744973e-05,0.0
cdr3:21F,8.459298839744973e-05,0.0
cdr3:20F,8.459298839744973e-05,0.0
cdr3:21aromatic,8.459298839744973e-05,0.0
cdr3:22F,8.459298839744973e-05,0.0
ag:24H,8.693747944239934e-05,0.0
ag:22H,8.693747944239934e-05,0.0
ag:23H,8.693747944239934e-05,0.0
ag:20H,8.693747944239934e-05,0.0
ag:25H,8.693747944239934e-05,0.0
ag:26H,8.693747944239934e-05,0.0
ag:28H,8.693747944239934e-05,0.0
ag:27H,8.693747944239934e-05,0.0
ag:29H,8.693747944239934e-05,0.0
ag:21H,8.693747944239934e-05,0.0
cdr3:25K,8.815219037221938e-05,0.0
cdr3:26K,8.815219037221938e-05,0.0
cdr3:89A,8.936003096181724e-05,0.0
ag:79E,8.941246231404869e-05,0.0
ag:78E,8.941246231406557e-05,0.0
ag:71charge,9.061255419075227e-05,0.0
ag:74charge,9.061255419075227e-05,0.0
ag:72charge,9.061255419075227e-05,0.0
ag:73charge,9.061255419075227e-05,0.0
ag:70charge,9.061255419075227e-05,0.0
cdr3:23F,9.125216453932932e-05,0.0
cdr3:23aromatic,9.125216453932932e-05,0.0
ag:89Y,9.22083080875375e-05,0.0
ag:61H,9.408524412709647e-05,0.0
ag:59H,9.408524412709647e-05,0.0
ag:64H,9.408524412709647e-05,0.0
ag:56H,9.408524412709647e-05,0.0
ag:60H,9.408524412709647e-05,0.0
ag:63H,9.408524412709647e-05,0.0
ag:58H,9.408524412709647e-05,0.0
ag:66H,9.408524412709647e-05,0.0
ag:62H,9.408524412709647e-05,0.0
ag:57H,9.408524412709647e-05,0.0
ag:65H,9.408524412709647e-05,0.0
cdr3:24H,9.499771684441599e-05,0.0
ag:69N,9.930268972323594e-05,0.0
ag:13G,9.930268972323594e-05,0.0
ag:19G,9.930268972323594e-05,0.0
ag:68N,9.930268972323594e-05,0.0
ag:15G,9.930268972323594e-05,0.0
ag:67N,9.930268972323594e-05,0.0
ag:17G,9.930268972323594e-05,0.0
ag:18G,9.930268972323594e-05,0.0
ag:12G,9.930268972323594e-05,0.0
ag:16G,9.930268972323594e-05,0.0
ag:11G,9.930268972323594e-05,0.0
ag:14G,9.930268972323961e-05,0.0
cdr3:24F,0.00010060631068040511,0.0
ag:73D,0.00010199745833589045,0.0
ag:75D,0.00010199745833589045,0.0
ag:71D,0.00010199745833589045,0.0
ag:74D,0.00010199745833589045,0.0
ag:69D,0.00010199745833589045,0.0
ag:77D,0.00010199745833589045,0.0
ag:67D,0.00010199745833589045,0.0
ag:76D,0.00010199745833589045,0.0
ag:72D,0.00010199745833589045,0.0
ag:70D,0.00010199745833589045,0.0
ag:68D,0.00010199745833589045,0.0
ag:58C,0.00010351304647014798,0.0
ag:61C,0.00010351304647014798,0.0
ag:59C,0.00010351304647014798,0.0
ag:60C,0.00010351304647014798,0.0
ag:65C,0.00010351304647014798,0.0
ag:66C,0.00010351304647014798,0.0
ag:57C,0.00010351304647014798,0.0
ag:62C,0.00010351304647014798,0.0
ag:63C,0.00010351304647014798,0.0
ag:56C,0.00010351304647014798,0.0
ag:64C,0.00010351304647014798,0.0
cdr3:9charge,0.00010805758815778991,0.0
cdr3:13R,0.00010805758815778991,0.0
cdr3:10charge,0.00010805758815778991,0.0
cdr3:13charge,0.00010805758815778991,0.0
cdr3:10R,0.00010805758815778991,0.0
cdr3:12R,0.00010805758815778991,0.0
cdr3:9R,0.00010805758815778991,0.0
cdr3:14R,0.00010805758815778991,0.0
cdr3:8charge,0.00010805758815778991,2.3375849782498857e-07
cdr3:14charge,0.00010805758815778991,0.0
cdr3:11R,0.00010805758815778991,0.0
cdr3:11charge,0.00010805758815778991,0.0
cdr3:16P,0.00010805758815778991,0.0
cdr3:8R,0.00010805758815778991,0.0
cdr3:12charge,0.00010805758815778991,0.0
cdr3:15P,0.00010805758815778991,0.0
cdr3:24aromatic,0.00011273859008953318,0.0
cdr3:19L,0.00011660413562164907,0.0
ag:85I,0.0001237869767851946,0.0
ag:84I,0.0001237869767851946,0.0
ag:86I,0.0001237869767851946,0.0
ag:81I,0.0001237869767851946,0.0
ag:82I,0.0001237869767851946,0.0
ag:87I,0.0001237869767851946,0.0
ag:80I,0.0001237869767851946,0.0
ag:88I,0.0001237869767851946,0.0
ag:83I,0.0001237869767851946,0.0
cdr3:30W,0.0001328911894860642,0.0
cdr3:29W,0.0001328911894860642,0.0
ag:20Q,0.00013424954229649059,0.0
ag:21Q,0.00013424954229649059,0.0
cdr3:21hydrophobicity,0.00013604155265657788,1.7006153484743495e-06
cdr3:18R,0.00013641561184727307,0.0
cdr3:18charge,0.00013641561184727307,0.0
ag:20W,0.00014249823722896197,0.0
ag:21W,0.0001424982372289801,0.0
cdr3:81P,0.00014359685697371436,0.0
ag:39F,0.0001466013030161505,0.0
ag:38F,0.00014660130301619693,0.0
ag:20G,0.00014664664520183242,0.0
ag:21G,0.00014664664520183242,0.0
ag:3W,0.0001469659890920233,0.0
ag:9W,0.0001469659890920233,0.0
ag:7W,0.0001469659890920233,0.0
ag:0W,0.0001469659890920233,0.0
ag:5W,0.0001469659890920233,0.0
ag:6W,0.0001469659890920233,0.0
ag:10W,0.0001469659890920233,0.0
ag:1W,0.0001469659890920233,0.0
ag:8W,0.0001469659890920233,0.0
ag:4W,0.0001469659890920233,0.0
ag:2W,0.0001469659890920233,0.0
cdr3:92weight,0.00015736124095810206,9.329913444507559e-07
ag:69Q,0.00016513411912786235,0.0
ag:67Q,0.00016513411912786235,0.0
ag:68Q,0.00016513411912786235,0.0
cdr3:27K,0.00016535493355021618,0.0
cdr3:28K,0.00016535493355021618,0.0
ag:39H,0.00016850977097352066,0.0
ag:35H,0.00016850977097352066,0.0
ag:36H,0.00016850977097352066,0.0
ag:37H,0.00016850977097352066,0.0
ag:33H,0.00016850977097352066,0.0
ag:38H,0.00016850977097352066,0.0
ag:34H,0.00016850977097352356,0.0
cdr3:88L,0.00016906811928765715,0.0
cdr3:20P,0.00017025030042946857,0.0
ag:78I,0.0001717230221337572,0.0
ag:79I,0.0001717230221337572,0.0
ag:79C,0.00017174456719842502,0.0
ag:78C,0.0001717445671984338,0.0
cdr3:25H,0.00018179430109202703,0.0
cdr3:26H,0.00018179430109202703,0.0
cdr3:21E,0.00018186136809395057,0.0
ag:0H,0.00018215008650316377,0.0
ag:4H,0.00018215008650316377,0.0
ag:9H,0.00018215008650316377,0.0
ag:5H,0.00018215008650316377,0.0
ag:10H,0.00018215008650316377,0.0
ag:7H,0.00018215008650316377,0.0
ag:1H,0.00018215008650316377,0.0
ag:2H,0.00018215008650316377,0.0
ag:6H,0.00018215008650316377,0.0
ag:3H,0.00018215008650316377,0.0
ag:8H,0.00018215008650316377,0.0
ag:86D,0.0001830523238514442,0.0
ag:87D,0.0001830523238514442,0.0
ag:88D,0.0001830523238514442,0.0
ag:84D,0.0001830523238514442,0.0
ag:85D,0.0001830523238514442,0.0
ag:80D,0.0001830523238514442,0.0
ag:83D,0.0001830523238514442,0.0
ag:81D,0.0001830523238514442,0.0
ag:79D,0.0001830523238514442,0.0
ag:82D,0.0001830523238514442,0.0
ag:78D,0.00018305232385145274,0.0
cdr3:87I,0.00018716368740260444,0.0
ag:81C,0.00019047501059883622,0.0
ag:80C,0.00019047501059883622,0.0
ag:87C,0.00019047501059883622,0.0
ag:88C,0.00019047501059883622,0.0
ag:86C,0.00019047501059883622,0.0
ag:83C,0.00019047501059883622,0.0
ag:85C,0.00019047501059883622,0.0
ag:84C,0.00019047501059883622,0.0
ag:82C,0.00019047501059883622,0.0
ag:85N,0.00019193826280880706,0.0
ag:87N,0.00019193826280880706,0.0
ag:86N,0.00019193826280880706,0.0
ag:81N,0.00019193826280880706,0.0
ag:80N,0.00019193826280880706,0.0
ag:83N,0.00019193826280880706,0.0
ag:84N,0.00019193826280880706,0.0
ag:82N,0.00019193826280880706,0.0
ag:88N,0.00019193826280880706,0.0
cdr3:86I,0.0001937591498969216,0.0
cdr3:19P,0.0001944218966104087,0.0
cdr3:17P,0.0001944218966104087,0.0
cdr3:18P,0.0001944218966104087,0.0
ag:62E,0.0001945143173464224,0.0
ag:64E,0.0001945143173464224,0.0
ag:61E,0.0001945143173464224,0.0
ag:65E,0.0001945143173464224,0.0
ag:60E,0.0001945143173464224,0.0
ag:63E,0.0001945143173464224,0.0
ag:66E,0.0001945143173464224,0.0
ag:55N,0.00019495049725359642,0.0
ag:50N,0.00019495049725359642,0.0
ag:51N,0.00019495049725359642,0.0
ag:52N,0.00019495049725359642,0.0
ag:53N,0.00019495049725359642,0.0
ag:54N,0.00019495049725359642,0.0
ag:95M,0.00020118651104180838,0.0
ag:97M,0.00020118651104180838,0.0
ag:93M,0.00020118651104180838,0.0
ag:98M,0.00020118651104180838,0.0
ag:92M,0.00020118651104180838,0.0
ag:90M,0.00020118651104180838,0.0
ag:99M,0.00020118651104180838,0.0
ag:91M,0.00020118651104180838,0.0
ag:96M,0.00020118651104180838,0.0
ag:94M,0.00020118651104180838,0.0
cdr3:94Y,0.00020288842007401466,0.0
cdr3:82V,0.00020293063021625254,0.0
cdr3:83V,0.00020293063021625254,0.0
ag:89M,0.00020347373004193575,0.0
ag:36W,0.00020424708873539182,0.0
ag:40W,0.00020424708873539182,0.0
ag:38W,0.00020424708873539182,0.0
ag:41W,0.00020424708873539182,0.0
ag:33W,0.00020424708873539182,0.0
ag:34W,0.00020424708873539182,0.0
ag:42W,0.00020424708873539182,0.0
ag:39W,0.00020424708873539182,0.0
ag:37W,0.00020424708873539182,0.0
ag:35W,0.00020424708873539182,0.0
ag:43W,0.00020424708873539182,0.0
ag:2Q,0.00020491824642538534,0.0
ag:9Q,0.00020491824642538534,0.0
ag:1Q,0.00020491824642538534,0.0
ag:3Q,0.00020491824642538534,0.0
ag:6Q,0.00020491824642538534,0.0
ag:8Q,0.00020491824642538534,0.0
ag:0Q,0.00020491824642538534,0.0
ag:5Q,0.00020491824642538534,0.0
ag:7Q,0.00020491824642538534,0.0
ag:4Q,0.00020491824642538886,0.0
ag:58E,0.0002076978799207054,0.0
ag:57E,0.0002076978799207054,0.0
ag:59E,0.0002076978799207054,0.0
ag:56E,0.0002076978799207054,0.0
ag:73sulfur,0.00020997748294306694,0.0
ag:72M,0.00020997748294307502,0.0
ag:73M,0.00020997748294307502,0.0
ag:72sulfur,0.00020997748294307502,0.0
ag:70M,0.00020997748294307502,0.0
ag:77M,0.00020997748294307502,0.0
ag:70sulfur,0.00020997748294307502,0.0
ag:75M,0.00020997748294307502,0.0
ag:77sulfur,0.00020997748294307502,0.0
ag:71sulfur,0.00020997748294307502,0.0
ag:75sulfur,0.00020997748294307502,0.0
ag:76M,0.00020997748294307502,0.0
ag:76sulfur,0.00020997748294307502,0.0
ag:71M,0.00020997748294307502,0.0
ag:74sulfur,0.00020997748294307502,0.0
ag:74M,0.00020997748294307502,0.0
cdr3:93H,0.00021091297169448134,0.0
cdr3:80P,0.00021091297169448134,0.0
cdr3:81V,0.0002145788543195768,0.0
cdr3:43K,0.0002173940792026079,0.0
ag:83E,0.00022202588433396244,0.0
ag:82E,0.00022202588433396244,0.0
ag:80E,0.00022202588433396244,0.0
ag:85E,0.00022202588433396244,0.0
ag:81E,0.00022202588433396244,0.0
ag:86E,0.00022202588433396244,0.0
ag:87E,0.00022202588433396244,0.0
ag:84E,0.00022202588433396244,0.0
cdr3:72V,0.00022312614658783348,0.0
cdr3:71V,0.00022312614658783348,0.0
ag:48P,0.00022500302098560666,0.0
ag:47P,0.00022500302098560666,0.0
ag:44P,0.00022500302098560666,0.0
ag:46P,0.00022500302098560666,0.0
ag:45P,0.00022500302098560666,0.0
ag:49P,0.00022500302098560666,0.0
ag:14Q,0.00022584948894572627,0.0
ag:12Q,0.00022584948894572627,0.0
ag:18Q,0.00022584948894572627,0.0
ag:11Q,0.00022584948894572627,0.0
ag:15Q,0.00022584948894572627,0.0
ag:19Q,0.00022584948894572627,0.0
ag:17Q,0.00022584948894572627,0.0
ag:16Q,0.00022584948894572627,0.0
ag:13Q,0.00022584948894572627,0.0
cdr3:11T,0.00022878248529367682,0.0
cdr3:94T,0.00022878248529367682,0.0
cdr3:47W,0.00022895244858962154,0.0
cdr3:49W,0.00022895244858962154,0.0
cdr3:48W,0.00022895244858962154,0.0
ag:34L,0.00023013658761345532,0.0
ag:37L,0.00023013658761345532,0.0
ag:36L,0.00023013658761345532,0.0
ag:33L,0.00023013658761345532,0.0
ag:38L,0.00023013658761345532,0.0
ag:39L,0.00023013658761345532,0.0
ag:35L,0.00023013658761345532,0.0
cdr3:69L,0.00023275549318887338,0.0
cdr3:78D,0.0002330827038693179,0.0
cdr3:81F,0.00023445167263815185,0.0
cdr3:80F,0.00023445167263815185,0.0
cdr3:9sulfur,0.00023888333971810264,0.0
cdr3:9C,0.00023888333971810264,0.0
cdr3:30K,0.00023898385934631477,0.0
cdr3:29K,0.00023898385934631477,0.0
ag:21Y,0.0002402628368321126,0.0
ag:20Y,0.00024026283683211723,0.0
ag:88E,0.0002404850287760906,0.0
ag:89E,0.0002404850287760906,0.0
ag:48Q,0.00024111210650668892,0.0
ag:52Q,0.00024111210650668892,0.0
ag:45Q,0.00024111210650668892,0.0
ag:47Q,0.00024111210650668892,0.0
ag:53Q,0.00024111210650668892,0.0
ag:44Q,0.00024111210650668892,0.0
ag:51Q,0.00024111210650668892,0.0
ag:46Q,0.00024111210650668892,0.0
ag:54Q,0.00024111210650668892,0.0
ag:50Q,0.00024111210650668892,0.0
ag:49Q,0.00024111210650668892,0.0
ag:55Q,0.00024111210650668892,0.0
ag:10Q,0.00024159326341299654,0.0
ag:69sulfur,0.00024163549104495229,0.0
ag:68sulfur,0.00024163549104495229,0.0
ag:67M,0.00024163549104495229,0.0
ag:68M,0.00024163549104495229,0.0
ag:67sulfur,0.00024163549104495229,0.0
ag:69M,0.00024163549104495229,0.0
cdr3:20L,0.0002462450933437063,0.0
ag:42V,0.000256616941467936,0.0
ag:41V,0.000256616941467936,0.0
ag:43V,0.000256616941467936,0.0
ag:40V,0.000256616941467936,0.0
cdr3:70L,0.000258199133796208,0.0
ag:55P,0.00025854875729989965,0.0
ag:50P,0.00025854875729989965,0.0
ag:54P,0.00025854875729989965,0.0
ag:51P,0.00025854875729989965,0.0
ag:52P,0.00025854875729989965,0.0
ag:53P,0.00025854875729989965,0.0
cdr3:73V,0.0002603680784323641,0.0
cdr3:74V,0.0002603680784323641,0.0
ag:24N,0.0002649371082826102,0.0
ag:22N,0.0002649371082826102,0.0
ag:29N,0.0002649371082826102,0.0
ag:31N,0.0002649371082826102,0.0
ag:23N,0.0002649371082826102,0.0
ag:25N,0.0002649371082826102,0.0
ag:27N,0.0002649371082826102,0.0
ag:26N,0.0002649371082826102,0.0
ag:32N,0.0002649371082826102,0.0
ag:30N,0.0002649371082826102,0.0
ag:28N,0.0002649371082826102,0.0
ag:71R,0.00027200867821464787,0.0
ag:68R,0.00027200867821464787,0.0
ag:67R,0.00027200867821464787,0.0
ag:69R,0.00027200867821464787,0.0
ag:74R,0.00027200867821464787,0.0
ag:77R,0.00027200867821464787,0.0
ag:73R,0.00027200867821464787,0.0
ag:70R,0.00027200867821464787,0.0
ag:75R,0.00027200867821464787,0.0
ag:72R,0.00027200867821464787,0.0
ag:76R,0.00027200867821464787,0.0
cdr3:88weight,0.0002729199698824184,9.330212398030483e-07
ag:34F,0.00027447703152166247,0.0
ag:33F,0.0002744770315216664,0.0
ag:37F,0.0002744770315216664,0.0
ag:35F,0.0002744770315216664,0.0
ag:36F,0.0002744770315216664,0.0
ag:49C,0.0002753861208688647,0.0
ag:44C,0.0002753861208688647,0.0
ag:45C,0.0002753861208688647,0.0
ag:48C,0.0002753861208688647,0.0
ag:47C,0.0002753861208688647,0.0
ag:46C,0.0002753861208688647,0.0
cdr3:73L,0.0002755550715618415,0.0
cdr3:74L,0.0002755550715618415,0.0
ag:50C,0.00027630879637536237,0.0
ag:54C,0.00027630879637536237,0.0
ag:53C,0.00027630879637536237,0.0
ag:52C,0.00027630879637536237,0.0
ag:51C,0.00027630879637536237,0.0
ag:55C,0.00027630879637536237,0.0
cdr3:72L,0.00027901469234706234,0.0
cdr3:71L,0.00027901469234706234,0.0
cdr3:28H,0.00028035123878539274,0.0
cdr3:27H,0.00028035123878539274,0.0
ag:65W,0.0002816009519026829,0.0
ag:66W,0.0002816009519026829,0.0
ag:60W,0.0002816009519026829,0.0
ag:64W,0.0002816009519026829,0.0
ag:63W,0.0002816009519026829,0.0
ag:62W,0.0002816009519026829,0.0
ag:61W,0.0002816009519026829,0.0
ag:71W,0.0002839024543677371,0.0
ag:76W,0.0002839024543677371,0.0
ag:73W,0.0002839024543677371,0.0
ag:74W,0.0002839024543677371,0.0
ag:77W,0.0002839024543677371,0.0
ag:70W,0.0002839024543677371,0.0
ag:72W,0.0002839024543677371,0.0
ag:75W,0.0002839024543677371,0.0
cdr3:13G,0.0002908082014284602,0.0
ag:82W,0.0002923506557282436,0.0
ag:79W,0.0002923506557282436,0.0
ag:86W,0.0002923506557282436,0.0
ag:88W,0.0002923506557282436,0.0
ag:84W,0.0002923506557282436,0.0
ag:87W,0.0002923506557282436,0.0
ag:78W,0.0002923506557282436,0.0
ag:81W,0.0002923506557282436,0.0
ag:83W,0.0002923506557282436,0.0
ag:80W,0.0002923506557282436,0.0
ag:85W,0.00029235065572825325,0.0
cdr3:40N,0.00029271215176026856,0.0
cdr3:41N,0.00029271215176026856,0.0
cdr3:42N,0.00029271215176026856,0.0
cdr3:40K,0.00029956316691290237,0.0
cdr3:41K,0.00029956316691290237,0.0
cdr3:77I,0.00030453779011869753,0.0
cdr3:78I,0.00030453779011869753,0.0
ag:58F,0.0003058942348715702,0.0
ag:59F,0.0003058942348715702,0.0
ag:59aromatic,0.0003058942348715702,0.0
ag:58aromatic,0.0003058942348715702,0.0
ag:56aromatic,0.0003058942348715702,0.0
ag:56F,0.0003058942348715702,0.0
ag:57F,0.0003058942348715702,0.0
ag:57aromatic,0.0003058942348715702,0.0
cdr3:44N,0.00031065489102912315,0.0
cdr3:39M,0.00031464775190167096,0.0
cdr3:39sulfur,0.00031464775190167096,0.0
cdr3:42K,0.00031670213038793876,0.0
cdr3:84H,0.00031883208461938096,0.0
cdr3:83H,0.00031883208461938096,0.0
cdr3:52M,0.0003277783091368433,0.0
cdr3:51sulfur,0.0003277783091368433,0.0
cdr3:51M,0.0003277783091368433,0.0
cdr3:52sulfur,0.0003277783091368433,0.0
cdr3:50sulfur,0.0003277783091368433,0.0
cdr3:50M,0.0003277783091368433,0.0
cdr3:38M,0.0003279808486826487,0.0
cdr3:38sulfur,0.0003279808486826487,0.0
ag:7C,0.00032934236722228843,0.0
ag:5C,0.00032934236722228843,0.0
ag:1C,0.00032934236722228843,0.0
ag:6C,0.00032934236722228843,0.0
ag:2C,0.00032934236722228843,0.0
ag:8C,0.00032934236722228843,0.0
ag:0C,0.00032934236722228843,0.0
ag:9C,0.00032934236722228843,0.0
ag:10C,0.00032934236722228843,0.0
ag:4C,0.00032934236722228843,0.0
ag:3C,0.00032934236722228843,0.0
ag:43K,0.00033125482855347524,0.0
ag:42K,0.00033125482855347524,0.0
ag:36K,0.00033125482855347524,0.0
ag:37K,0.00033125482855347524,0.0
ag:40K,0.00033125482855347524,0.0
ag:33K,0.00033125482855347524,0.0
ag:39K,0.00033125482855347524,0.0
ag:41K,0.00033125482855347524,0.0
ag:35K,0.00033125482855347524,0.0
ag:34K,0.00033125482855347524,0.0
ag:38K,0.00033125482855347524,0.0
cdr3:83I,0.0003312558842712051,0.0
cdr3:84I,0.0003312558842712051,0.0
ag:53D,0.00033200851164623136,0.0
ag:50D,0.00033200851164623136,0.0
ag:52D,0.00033200851164623136,0.0
ag:54D,0.00033200851164623136,0.0
ag:51D,0.00033200851164623136,0.0
ag:55D,0.00033200851164623136,0.0
cdr3:82I,0.00033240347751040437,0.0
cdr3:75I,0.00033381553972354624,0.0
cdr3:52H,0.00033525918645314386,0.0
cdr3:50H,0.00033525918645314386,0.0
cdr3:51H,0.00033525918645314386,0.0
ag:62F,0.00034341252313521,0.0
ag:61F,0.00034341252313521,0.0
ag:66F,0.00034341252313521,0.0
ag:60F,0.00034341252313521,0.0
ag:65F,0.00034341252313521,0.0
ag:63F,0.00034341252313521,0.0
ag:64F,0.00034341252313521,0.0
cdr3:43N,0.000344172053991895,0.0
ag:42A,0.000345525600978723,0.0
ag:41A,0.00034552560097874643,0.0
ag:43A,0.00034552560097874643,0.0
ag:40A,0.00034552560097874643,0.0
cdr3:32K,0.00034610272708969177,0.0
cdr3:31K,0.00034610272708969177,0.0
cdr3:85I,0.0003475040271701342,0.0
cdr3:81I,0.00035470652964571974,0.0
cdr3:51W,0.00035908118398001425,0.0
cdr3:50W,0.00035908118398001425,0.0
cdr3:52W,0.00035908118398001425,0.0
cdr3:76I,0.000364396528542976,0.0
ag:89I,0.00037105588976375905,0.0
ag:90I,0.0003748405710376771,0.0
ag:98I,0.0003748405710376771,0.0
ag:99I,0.0003748405710376771,0.0
ag:91I,0.0003748405710376771,0.0
ag:97I,0.0003748405710376771,0.0
ag:95I,0.0003748405710376771,0.0
ag:93I,0.0003748405710376771,0.0
ag:92I,0.0003748405710376771,0.0
ag:94I,0.0003748405710376771,0.0
ag:96I,0.0003748405710376771,0.0
cdr3:21P,0.0003936112673159993,0.0
cdr3:38N,0.0003976697410087189,0.0
ag:68W,0.0004001300503209079,0.0
ag:67W,0.0004001300503209079,0.0
ag:69W,0.0004001300503209079,0.0
cdr3:45K,0.000400157545726808,0.0
cdr3:46K,0.000400157545726808,0.0
cdr3:44K,0.000400157545726808,0.0
cdr3:39N,0.0004002996650593109,0.0
cdr3:22P,0.00040830670101407664,0.0
ag:14T,0.0004085422351015306,0.0
ag:20T,0.0004085422351015306,0.0
ag:12T,0.0004085422351015306,0.0
ag:11T,0.0004085422351015306,0.0
ag:17T,0.0004085422351015306,0.0
ag:16T,0.0004085422351015306,0.0
ag:19T,0.0004085422351015306,0.0
ag:15T,0.0004085422351015306,0.0
ag:21T,0.0004085422351015306,0.0
ag:13T,0.0004085422351015306,0.0
ag:18T,0.0004085422351015306,0.0
ag:66aromatic,0.0004119236874573557,0.0
ag:65aromatic,0.0004119236874573557,0.0
